relative_humidity,dry_bulb_temp_f,precip,wind_speed,station_pressure
39.0,66.0,0.0,8.0,30.12
64.0,30.0,0.0,5.0,30.49
74.0,78.0,0.0,14.0,30.07
76.0,37.0,0.0,5.0,30.29
89.0,73.0,0.06,16.0,29.82
79.0,73.0,0.0,6.0,30.17
48.0,53.0,0.0,3.0,30.26
30.0,78.0,,11.0,30.0
87.0,72.0,,5.0,29.94
100.0,54.0,,6.0,29.56
88.0,63.0,0.01,8.0,30.27
86.0,40.0,0.0,0.0,30.39
61.0,71.0,0.0,11.0,30.11
62.0,60.0,0.0,9.0,30.13
84.0,62.0,0.0,6.0,29.99
86.0,27.0,0.02,18.0,29.65
94.0,55.0,,0.0,30.3
93.0,56.0,0.02,11.0,30.14
27.0,82.0,,13.0,29.89
59.0,69.0,,7.0,30.13
38.0,80.0,,14.0,29.96
31.0,76.0,0.0,13.0,30.12
65.0,44.0,,13.0,30.05
79.0,44.0,,10.0,29.8
59.0,57.0,,17.0,29.7
83.0,75.0,,7.0,30.07
81.0,24.0,0.0,10.0,30.12
59.0,67.0,0.0,9.0,29.96
63.0,47.0,0.0,21.0,30.03
35.0,58.0,,19.0,29.8
81.0,67.0,,5.0,30.35
43.0,78.0,,8.0,30.11
31.0,85.0,0.0,9.0,29.85
62.0,36.0,,9.0,30.53
28.0,67.0,0.0,8.0,29.87
87.0,34.0,0.07,25.0,29.62
,,,,
58.0,48.0,0.0,6.0,30.39
42.0,81.0,0.0,3.0,30.32
32.0,26.0,0.0,8.0,30.6
70.0,60.0,,10.0,30.13
50.0,74.0,,14.0,30.21
,,,,
43.0,51.0,0.0,11.0,30.07
44.0,45.0,0.0,17.0,30.0
32.0,25.0,0.0,28.0,30.04
93.0,64.0,0.0,0.0,30.21
37.0,52.0,0.0,20.0,29.52
41.0,19.0,0.0,13.0,30.12
97.0,67.0,0.0,13.0,29.85
46.0,56.0,0.0,8.0,30.05
90.0,75.0,0.0,9.0,29.95
55.0,26.0,0.0,13.0,29.96
96.0,51.0,0.01,24.0,29.48
90.0,59.0,0.0,0.0,30.21
75.0,56.0,0.0,18.0,30.22
72.0,59.0,0.0,10.0,29.73
93.0,47.0,0.0,5.0,29.91
82.0,46.0,,16.0,29.66
40.0,31.0,,7.0,30.61
69.0,77.0,0.0,17.0,29.87
96.0,42.0,0.08,14.0,30.15
89.0,73.0,,9.0,29.86
86.0,37.0,0.01,13.0,29.47
96.0,48.0,0.0,3.0,30.01
89.0,37.0,0.0,6.0,30.37
38.0,51.0,0.0,15.0,30.3
66.0,48.0,0.0,16.0,30.32
43.0,39.0,,10.0,30.19
37.0,62.0,,9.0,29.96
32.0,86.0,0.0,15.0,30.13
90.0,71.0,0.05,10.0,29.69
93.0,57.0,0.0,13.0,29.68
90.0,65.0,,0.0,29.73
86.0,49.0,0.0,13.0,30.35
76.0,75.0,0.0,8.0,29.88
64.0,75.0,0.0,8.0,30.08
39.0,68.0,,11.0,29.97
47.0,77.0,,11.0,29.98
56.0,47.0,0.0,13.0,30.01
67.0,76.0,0.0,10.0,29.76
63.0,28.0,0.0,8.0,30.24
83.0,70.0,,5.0,30.11
80.0,47.0,0.0,7.0,30.44
86.0,37.0,0.0,8.0,29.71
47.0,78.0,0.0,8.0,30.16
62.0,54.0,,17.0,29.76
32.0,59.0,0.0,14.0,29.65
86.0,41.0,,3.0,30.18
25.0,60.0,0.0,8.0,30.22
,,,,
,,,,
27.0,70.0,0.0,7.0,30.18
71.0,47.0,0.0,14.0,30.18
35.0,64.0,,6.0,30.09
69.0,79.0,,20.0,30.03
89.0,46.0,,13.0,29.98
90.0,69.0,0.0,6.0,30.0
89.0,50.0,,18.0,29.89
61.0,33.0,0.0,18.0,30.02
71.0,44.0,,6.0,29.87
96.0,44.0,0.0,0.0,30.01
94.0,72.0,0.18,9.0,30.09
82.0,50.0,0.0,15.0,29.88
55.0,53.0,,6.0,30.07
67.0,61.0,0.0,6.0,29.72
71.0,71.0,,6.0,30.14
64.0,59.0,0.0,10.0,29.79
39.0,45.0,0.0,7.0,30.37
42.0,69.0,0.0,15.0,29.89
29.0,73.0,0.0,14.0,29.94
26.0,39.0,0.0,23.0,30.12
86.0,53.0,,0.0,30.12
40.0,53.0,0.0,14.0,29.79
47.0,19.0,0.0,7.0,30.24
26.0,35.0,0.0,21.0,29.93
38.0,80.0,0.0,11.0,30.16
79.0,79.0,,15.0,30.13
52.0,53.0,0.0,11.0,30.31
70.0,66.0,0.0,8.0,30.2
62.0,48.0,,7.0,30.11
87.0,73.0,,16.0,29.81
76.0,36.0,0.0,0.0,30.29
38.0,42.0,0.0,5.0,30.14
93.0,36.0,0.0,11.0,29.73
,,,,
43.0,39.0,0.0,15.0,29.84
63.0,82.0,0.0,8.0,29.94
76.0,78.0,0.0,8.0,29.84
,,,,
83.0,50.0,0.03,31.0,29.76
24.0,86.0,0.0,13.0,29.87
81.0,71.0,0.0,8.0,30.05
78.0,33.0,0.0,0.0,30.21
55.0,57.0,0.0,7.0,30.34
46.0,47.0,0.0,16.0,29.97
100.0,56.0,0.03,7.0,30.06
65.0,84.0,0.0,11.0,29.75
90.0,68.0,0.0,5.0,29.79
41.0,79.0,0.0,17.0,29.89
100.0,57.0,,0.0,30.3
66.0,22.0,0.0,25.0,29.46
31.0,36.0,0.0,7.0,29.79
62.0,62.0,0.0,8.0,29.87
55.0,75.0,0.0,5.0,29.9
96.0,51.0,0.0,9.0,30.13
33.0,55.0,0.0,10.0,30.16
16.0,45.0,0.0,9.0,30.23
42.0,36.0,,15.0,30.2
93.0,38.0,0.01,7.0,29.9
89.0,52.0,,0.0,30.02
70.0,62.0,0.0,5.0,30.42
72.0,84.0,0.0,8.0,29.56
49.0,19.0,0.0,13.0,30.47
46.0,22.0,0.0,5.0,30.4
75.0,39.0,0.0,25.0,29.4
87.0,34.0,0.0,15.0,29.61
46.0,64.0,0.0,17.0,29.74
56.0,63.0,,17.0,29.78
97.0,65.0,0.0,6.0,29.42
45.0,79.0,0.0,11.0,30.19
54.0,76.0,,16.0,30.03
56.0,34.0,0.0,21.0,30.03
58.0,63.0,0.0,9.0,29.73
48.0,75.0,0.0,6.0,29.92
96.0,44.0,,16.0,29.95
100.0,70.0,0.02,18.0,29.81
62.0,75.0,0.0,11.0,29.9
88.0,77.0,0.0,7.0,29.72
77.0,45.0,0.0,7.0,30.27
,,,,
71.0,47.0,0.0,10.0,29.87
82.0,76.0,0.0,20.0,29.91
60.0,64.0,,9.0,30.2
81.0,63.0,,0.0,30.05
84.0,58.0,0.0,5.0,30.47
39.0,45.0,0.0,13.0,30.34
,,,,
49.0,41.0,0.0,14.0,30.03
46.0,35.0,0.0,26.0,30.14
41.0,32.0,0.0,14.0,30.06
78.0,68.0,0.0,8.0,29.91
66.0,46.0,0.0,6.0,30.44
64.0,80.0,0.0,9.0,30.02
41.0,18.0,0.0,11.0,30.1
96.0,53.0,0.0,0.0,30.13
46.0,35.0,0.0,8.0,30.44
45.0,42.0,0.0,21.0,30.25
93.0,52.0,0.0,0.0,29.92
62.0,19.0,0.0,9.0,30.3
79.0,44.0,,6.0,30.13
83.0,46.0,0.0,0.0,30.12
84.0,58.0,,14.0,29.84
56.0,76.0,,8.0,30.08
64.0,49.0,,8.0,30.11
27.0,53.0,,18.0,29.87
83.0,57.0,0.0,17.0,30.2
76.0,31.0,0.0,8.0,29.76
87.0,48.0,,9.0,30.18
58.0,40.0,0.0,17.0,30.15
82.0,77.0,0.0,8.0,29.85
87.0,65.0,,6.0,30.01
94.0,63.0,,16.0,29.77
43.0,87.0,0.0,11.0,29.97
90.0,58.0,,9.0,29.99
78.0,68.0,,8.0,30.17
56.0,45.0,0.0,25.0,29.95
79.0,73.0,0.0,10.0,30.06
71.0,26.0,0.0,14.0,30.0
88.0,26.0,0.0,6.0,29.55
50.0,75.0,,15.0,30.02
84.0,68.0,,0.0,29.89
31.0,58.0,0.0,13.0,30.09
,,,,
67.0,55.0,0.0,5.0,30.19
87.0,59.0,,11.0,30.01
48.0,34.0,,11.0,30.24
94.0,57.0,,10.0,29.85
48.0,58.0,0.0,9.0,30.53
74.0,83.0,0.0,18.0,29.73
55.0,87.0,,6.0,29.91
80.0,52.0,0.0,14.0,29.85
97.0,58.0,0.0,9.0,30.02
93.0,45.0,0.12,15.0,29.73
40.0,64.0,,0.0,30.21
51.0,68.0,,10.0,30.13
72.0,57.0,,20.0,30.0
70.0,40.0,0.0,0.0,30.39
50.0,39.0,0.0,6.0,30.25
59.0,54.0,0.0,13.0,29.8
67.0,56.0,0.0,3.0,29.9
,,,,
83.0,59.0,0.0,11.0,30.0
86.0,51.0,0.03,20.0,29.37
76.0,70.0,,3.0,30.06
54.0,34.0,0.0,7.0,30.29
86.0,49.0,0.0,9.0,30.29
89.0,33.0,,19.0,30.12
74.0,75.0,,25.0,29.72
78.0,33.0,0.0,7.0,29.84
82.0,81.0,0.0,10.0,29.9
57.0,39.0,0.0,15.0,29.83
25.0,39.0,0.0,22.0,29.87
46.0,46.0,0.0,11.0,30.38
51.0,73.0,,14.0,30.1
100.0,47.0,0.01,3.0,30.01
59.0,67.0,0.0,13.0,30.17
61.0,85.0,0.0,13.0,29.98
75.0,28.0,0.0,8.0,29.85
87.0,54.0,0.0,7.0,29.56
90.0,61.0,0.02,20.0,29.81
41.0,50.0,0.0,16.0,30.33
70.0,69.0,0.0,9.0,30.2
78.0,69.0,0.0,5.0,30.26
87.0,67.0,0.0,3.0,30.11
88.0,75.0,0.03,10.0,29.87
77.0,50.0,0.14,11.0,29.47
76.0,78.0,,8.0,29.83
72.0,52.0,0.0,7.0,30.16
72.0,76.0,,14.0,29.89
68.0,70.0,0.0,6.0,30.09
47.0,55.0,0.0,3.0,30.32
81.0,68.0,,0.0,29.85
53.0,85.0,0.0,13.0,29.88
33.0,42.0,0.0,18.0,29.92
87.0,65.0,0.0,3.0,29.81
86.0,53.0,0.0,0.0,30.19
80.0,49.0,0.16,16.0,29.89
91.0,67.0,0.0,8.0,29.93
85.0,34.0,0.0,14.0,30.03
60.0,80.0,0.0,9.0,30.16
93.0,63.0,0.0,15.0,29.94
28.0,49.0,0.0,13.0,29.77
70.0,65.0,0.0,7.0,30.35
69.0,28.0,0.0,7.0,30.23
82.0,52.0,,21.0,29.23
77.0,56.0,0.0,9.0,30.28
49.0,28.0,0.0,14.0,30.21
70.0,38.0,0.0,18.0,30.18
100.0,57.0,0.0,18.0,29.76
69.0,28.0,0.0,3.0,30.44
67.0,39.0,,10.0,29.59
86.0,37.0,,10.0,29.98
78.0,68.0,0.0,0.0,30.23
42.0,26.0,,24.0,29.94
48.0,88.0,0.0,5.0,29.93
23.0,66.0,0.0,24.0,29.69
21.0,41.0,,20.0,29.88
62.0,60.0,,14.0,30.15
79.0,76.0,,8.0,29.99
100.0,64.0,,10.0,29.96
93.0,45.0,0.0,6.0,29.87
33.0,51.0,0.0,18.0,30.11
45.0,57.0,0.0,7.0,30.39
52.0,80.0,0.0,10.0,30.06
62.0,62.0,0.0,15.0,30.01
70.0,68.0,0.0,10.0,29.85
79.0,67.0,0.0,6.0,29.92
52.0,60.0,0.0,16.0,29.98
63.0,48.0,0.0,18.0,29.94
87.0,70.0,0.0,6.0,29.94
62.0,41.0,,17.0,29.61
82.0,79.0,0.0,6.0,29.74
90.0,58.0,0.0,6.0,29.72
70.0,69.0,0.0,20.0,29.91
60.0,38.0,0.0,9.0,29.87
36.0,74.0,0.0,23.0,29.77
32.0,56.0,0.0,16.0,29.96
50.0,51.0,0.0,20.0,29.65
39.0,50.0,,11.0,30.34
59.0,84.0,,9.0,29.92
40.0,42.0,,30.0,30.13
83.0,50.0,0.0,14.0,30.13
39.0,80.0,0.0,14.0,29.98
72.0,30.0,0.0,23.0,29.67
100.0,48.0,,0.0,30.37
68.0,45.0,0.0,8.0,30.42
55.0,42.0,0.0,13.0,30.34
35.0,27.0,0.0,31.0,30.07
28.0,79.0,,22.0,29.84
52.0,18.0,0.0,22.0,30.17
71.0,71.0,0.0,10.0,30.04
40.0,44.0,0.0,7.0,30.36
91.0,67.0,0.0,3.0,29.92
72.0,82.0,0.0,17.0,29.89
39.0,66.0,0.0,14.0,30.02
37.0,82.0,0.0,16.0,30.09
93.0,48.0,0.0,7.0,29.92
57.0,39.0,,7.0,30.33
62.0,75.0,0.0,8.0,29.88
93.0,57.0,0.0,10.0,29.86
19.0,52.0,,15.0,29.99
88.0,74.0,0.0,8.0,30.12
94.0,76.0,,6.0,29.84
78.0,28.0,0.0,9.0,30.13
76.0,69.0,,8.0,29.97
93.0,66.0,0.03,13.0,29.84
69.0,75.0,0.0,17.0,30.11
93.0,68.0,0.0,0.0,30.08
47.0,28.0,,16.0,29.99
44.0,45.0,0.0,22.0,29.84
100.0,79.0,,17.0,29.84
73.0,71.0,0.0,14.0,29.82
87.0,67.0,0.0,9.0,30.0
58.0,77.0,0.0,7.0,30.18
37.0,25.0,0.0,21.0,30.36
63.0,50.0,0.0,18.0,29.83
75.0,66.0,0.0,5.0,30.36
60.0,62.0,0.0,15.0,29.97
63.0,85.0,0.0,13.0,29.98
79.0,79.0,0.0,8.0,29.95
84.0,68.0,0.0,9.0,29.97
76.0,37.0,0.0,16.0,30.03
94.0,72.0,,14.0,30.04
85.0,42.0,0.0,10.0,29.89
85.0,76.0,,21.0,29.89
81.0,64.0,,0.0,29.92
63.0,68.0,0.0,9.0,29.72
81.0,65.0,,3.0,29.77
14.0,66.0,0.0,8.0,30.23
59.0,51.0,0.0,15.0,29.74
,,,,
89.0,41.0,,3.0,30.14
100.0,67.0,0.0,8.0,29.83
36.0,58.0,0.0,9.0,29.93
71.0,75.0,0.0,11.0,30.1
100.0,77.0,,10.0,29.86
100.0,53.0,0.0,9.0,29.54
83.0,52.0,,3.0,30.17
54.0,32.0,0.0,10.0,30.13
74.0,76.0,,5.0,29.97
97.0,65.0,0.0,3.0,30.05
83.0,72.0,,15.0,30.13
77.0,56.0,0.0,15.0,29.82
68.0,48.0,0.0,18.0,30.18
93.0,36.0,0.05,15.0,30.01
35.0,43.0,0.0,7.0,30.62
69.0,75.0,0.0,9.0,29.84
90.0,71.0,0.0,9.0,30.19
86.0,47.0,,3.0,29.91
60.0,82.0,0.0,13.0,30.23
63.0,43.0,0.0,8.0,30.57
73.0,72.0,0.0,15.0,30.14
43.0,20.0,,13.0,30.21
29.0,30.0,0.0,25.0,30.3
78.0,64.0,0.0,9.0,30.11
43.0,44.0,,9.0,30.12
66.0,49.0,0.0,6.0,30.19
74.0,76.0,,15.0,30.03
93.0,46.0,,7.0,29.61
79.0,37.0,,7.0,29.87
74.0,80.0,0.0,14.0,29.79
69.0,77.0,,7.0,29.86
82.0,70.0,0.0,14.0,29.92
84.0,73.0,,10.0,29.98
57.0,36.0,,9.0,29.91
40.0,68.0,0.0,15.0,29.67
34.0,27.0,0.0,24.0,30.19
74.0,75.0,0.0,11.0,30.0
48.0,45.0,0.0,23.0,29.62
94.0,63.0,,15.0,29.91
34.0,84.0,0.0,8.0,29.96
79.0,46.0,0.01,11.0,30.22
64.0,49.0,0.0,8.0,30.11
78.0,69.0,0.0,3.0,29.99
55.0,73.0,0.0,15.0,29.84
44.0,60.0,0.0,11.0,30.0
67.0,82.0,0.0,6.0,29.87
58.0,52.0,,18.0,30.08
,,,,
71.0,71.0,0.0,10.0,30.04
96.0,53.0,0.11,5.0,29.89
42.0,35.0,0.0,13.0,30.15
93.0,64.0,0.04,17.0,29.83
84.0,58.0,0.0,6.0,30.18
66.0,30.0,0.0,23.0,29.84
82.0,35.0,0.0,15.0,29.62
97.0,40.0,0.0,11.0,30.1
83.0,77.0,,5.0,29.76
76.0,31.0,,13.0,30.01
93.0,37.0,,0.0,29.97
70.0,64.0,0.0,11.0,29.67
100.0,48.0,0.01,5.0,29.57
40.0,26.0,0.0,9.0,30.66
85.0,79.0,,3.0,29.91
64.0,51.0,0.0,20.0,29.88
82.0,72.0,0.0,8.0,29.78
72.0,52.0,,11.0,29.28
45.0,20.0,0.0,11.0,30.53
45.0,53.0,,30.0,30.03
94.0,59.0,0.06,10.0,29.66
94.0,55.0,,11.0,29.93
61.0,39.0,0.0,11.0,30.5
37.0,36.0,,19.0,29.89
80.0,45.0,0.0,8.0,29.43
45.0,16.0,0.0,11.0,30.68
72.0,52.0,,13.0,30.18
37.0,76.0,0.0,22.0,30.06
61.0,33.0,0.0,5.0,30.08
65.0,43.0,0.0,9.0,29.96
50.0,36.0,,20.0,29.8
41.0,53.0,,16.0,29.9
33.0,59.0,0.0,18.0,30.17
88.0,64.0,0.0,5.0,29.86
89.0,50.0,,25.0,29.32
47.0,68.0,,7.0,30.1
81.0,64.0,0.0,21.0,29.76
71.0,42.0,0.0,5.0,30.31
97.0,43.0,0.13,20.0,29.4
76.0,38.0,0.0,29.0,29.64
66.0,67.0,0.0,5.0,30.25
42.0,31.0,0.0,15.0,30.0
59.0,51.0,0.0,8.0,29.86
49.0,66.0,0.0,11.0,30.33
87.0,70.0,0.0,8.0,30.06
72.0,61.0,0.0,17.0,29.76
85.0,44.0,0.0,7.0,29.99
37.0,85.0,0.0,6.0,29.86
92.0,51.0,0.0,10.0,29.95
53.0,39.0,0.0,8.0,30.53
65.0,66.0,0.0,9.0,29.97
36.0,48.0,0.0,15.0,30.08
69.0,55.0,0.0,7.0,30.32
48.0,39.0,0.0,16.0,29.84
78.0,61.0,0.0,8.0,30.25
87.0,45.0,0.09,17.0,29.79
87.0,46.0,0.11,9.0,29.9
84.0,66.0,0.0,13.0,29.84
79.0,77.0,0.0,6.0,29.88
87.0,73.0,0.58,13.0,29.78
43.0,86.0,0.0,13.0,30.03
26.0,52.0,0.0,14.0,29.63
97.0,45.0,,13.0,30.2
59.0,59.0,0.0,14.0,29.91
84.0,73.0,0.0,16.0,29.65
27.0,50.0,0.0,17.0,30.18
50.0,77.0,0.0,5.0,30.13
48.0,62.0,,8.0,30.07
45.0,33.0,0.0,13.0,30.5
74.0,79.0,0.0,10.0,29.51
93.0,67.0,0.0,7.0,30.0
62.0,79.0,,10.0,29.93
90.0,49.0,,16.0,29.88
75.0,59.0,,5.0,29.87
73.0,38.0,0.0,7.0,30.29
88.0,74.0,,8.0,30.08
83.0,54.0,0.0,3.0,30.08
60.0,62.0,0.0,9.0,29.78
75.0,62.0,0.0,14.0,30.28
87.0,59.0,0.05,33.0,29.65
100.0,41.0,0.0,7.0,30.15
44.0,72.0,,14.0,30.12
73.0,38.0,0.0,3.0,30.29
69.0,74.0,0.0,6.0,29.91
25.0,45.0,0.0,20.0,29.89
51.0,42.0,0.0,17.0,29.99
52.0,60.0,0.0,7.0,30.14
75.0,54.0,0.0,8.0,29.94
83.0,50.0,,7.0,29.94
34.0,80.0,0.0,9.0,30.06
80.0,60.0,0.0,8.0,30.18
91.0,72.0,0.0,5.0,30.15
41.0,38.0,0.0,3.0,30.36
87.0,63.0,0.0,3.0,29.97
41.0,47.0,0.0,23.0,29.86
72.0,79.0,,7.0,30.12
72.0,76.0,0.0,8.0,30.15
61.0,85.0,0.0,5.0,29.86
77.0,79.0,0.0,8.0,30.0
93.0,40.0,,14.0,30.06
,,,,
46.0,47.0,,14.0,29.94
84.0,72.0,0.0,3.0,29.76
46.0,46.0,0.0,3.0,30.15
46.0,62.0,,0.0,30.17
82.0,75.0,0.0,7.0,30.16
82.0,79.0,0.0,13.0,29.98
55.0,42.0,0.0,22.0,30.04
49.0,69.0,0.0,8.0,29.81
89.0,33.0,0.08,7.0,30.13
63.0,61.0,,8.0,30.3
81.0,61.0,,13.0,29.76
,,,,
82.0,75.0,0.0,25.0,29.63
57.0,36.0,0.0,15.0,29.98
68.0,46.0,,6.0,30.26
79.0,46.0,,11.0,30.09
,,,,
66.0,53.0,0.0,11.0,30.17
35.0,50.0,0.0,11.0,30.39
66.0,77.0,0.0,7.0,30.0
66.0,49.0,0.0,5.0,30.04
63.0,67.0,0.0,5.0,30.21
89.0,50.0,0.28,25.0,29.41
49.0,54.0,0.0,5.0,30.39
66.0,75.0,0.0,8.0,29.89
,,,,
93.0,36.0,0.01,21.0,29.61
45.0,76.0,,6.0,29.88
42.0,45.0,0.0,14.0,30.08
,,,,
90.0,73.0,,15.0,29.7
52.0,47.0,0.0,11.0,30.1
60.0,64.0,0.0,15.0,29.85
41.0,48.0,0.0,14.0,30.08
81.0,68.0,0.0,0.0,29.94
54.0,32.0,0.0,14.0,30.14
42.0,54.0,,14.0,30.47
64.0,52.0,0.0,7.0,30.25
67.0,83.0,0.0,13.0,29.81
93.0,47.0,0.0,9.0,29.94
51.0,87.0,0.0,9.0,29.9
42.0,43.0,,7.0,29.99
61.0,34.0,,9.0,30.09
51.0,30.0,0.0,13.0,30.32
53.0,54.0,0.0,8.0,30.35
89.0,36.0,0.0,14.0,29.76
86.0,52.0,0.0,14.0,29.8
30.0,29.0,0.0,20.0,29.75
65.0,62.0,0.0,9.0,29.89
94.0,54.0,0.0,8.0,29.57
87.0,73.0,0.0,17.0,29.5
57.0,26.0,,11.0,29.76
83.0,59.0,0.0,7.0,29.71
77.0,76.0,0.0,10.0,30.0
97.0,36.0,,14.0,29.67
57.0,70.0,,3.0,30.39
77.0,55.0,0.0,7.0,30.21
87.0,55.0,0.0,20.0,30.13
44.0,60.0,0.0,8.0,29.74
50.0,74.0,0.0,11.0,30.38
40.0,25.0,0.0,11.0,30.53
59.0,49.0,,11.0,30.1
83.0,48.0,0.0,8.0,29.96
48.0,53.0,0.0,23.0,29.75
77.0,46.0,0.0,6.0,30.5
53.0,55.0,0.0,6.0,30.08
48.0,86.0,0.0,9.0,29.98
82.0,31.0,0.01,3.0,30.41
64.0,70.0,0.0,7.0,30.14
41.0,50.0,0.0,15.0,30.14
83.0,49.0,,8.0,30.24
68.0,61.0,,14.0,29.76
87.0,37.0,0.01,13.0,29.6
86.0,25.0,,8.0,30.49
94.0,63.0,,5.0,29.9
57.0,35.0,,8.0,30.41
74.0,73.0,0.0,10.0,29.83
45.0,63.0,0.0,15.0,30.06
63.0,83.0,0.0,9.0,29.79
91.0,67.0,0.0,0.0,29.99
94.0,66.0,0.09,7.0,29.99
100.0,71.0,0.23,26.0,29.87
54.0,37.0,,9.0,29.94
50.0,46.0,0.0,7.0,30.34
100.0,43.0,0.0,6.0,29.92
50.0,32.0,0.0,8.0,29.96
64.0,75.0,0.0,9.0,30.13
51.0,65.0,0.0,24.0,29.63
82.0,41.0,0.08,3.0,30.24
29.0,38.0,0.0,10.0,30.61
66.0,50.0,0.0,10.0,30.25
56.0,43.0,,14.0,30.01
71.0,71.0,,6.0,29.94
84.0,73.0,0.0,7.0,29.9
82.0,79.0,0.0,7.0,29.81
45.0,19.0,0.0,15.0,30.25
87.0,34.0,,16.0,29.9
,,,,
93.0,44.0,0.0,7.0,29.7
38.0,13.0,0.0,20.0,30.21
57.0,26.0,0.0,5.0,30.62
35.0,67.0,0.0,14.0,30.01
94.0,50.0,0.0,8.0,29.61
19.0,71.0,,11.0,30.11
41.0,42.0,,7.0,30.09
100.0,66.0,0.01,8.0,29.74
40.0,64.0,0.0,7.0,30.32
60.0,75.0,0.0,9.0,29.98
93.0,45.0,,0.0,29.66
83.0,49.0,0.0,0.0,30.05
60.0,28.0,0.0,13.0,29.81
52.0,33.0,0.0,7.0,30.04
94.0,54.0,0.08,41.0,29.24
49.0,43.0,0.0,10.0,30.19
73.0,66.0,,0.0,30.07
47.0,77.0,0.0,11.0,29.92
94.0,73.0,0.0,5.0,29.87
69.0,79.0,,11.0,29.95
41.0,79.0,0.0,11.0,30.05
94.0,73.0,,5.0,29.91
50.0,74.0,0.0,7.0,29.81
76.0,43.0,,8.0,30.31
32.0,56.0,,26.0,29.86
42.0,90.0,0.0,7.0,29.84
72.0,52.0,,7.0,30.19
100.0,72.0,0.0,7.0,29.82
43.0,33.0,0.0,16.0,30.37
58.0,76.0,0.0,5.0,30.2
46.0,35.0,0.0,14.0,30.38
79.0,75.0,0.0,11.0,30.06
40.0,54.0,0.0,21.0,29.86
81.0,57.0,,11.0,29.64
93.0,35.0,0.0,6.0,30.01
19.0,54.0,0.0,20.0,29.82
20.0,63.0,0.0,22.0,29.73
71.0,26.0,0.0,24.0,29.73
70.0,39.0,0.0,10.0,30.56
93.0,63.0,0.0,20.0,29.81
81.0,73.0,0.0,7.0,30.02
74.0,57.0,,16.0,29.38
94.0,55.0,,0.0,30.3
50.0,87.0,,11.0,29.84
76.0,73.0,,8.0,30.22
51.0,30.0,,10.0,30.08
85.0,79.0,0.0,11.0,29.78
44.0,81.0,,13.0,29.96
49.0,79.0,,14.0,29.91
100.0,62.0,,6.0,29.76
43.0,65.0,0.0,3.0,29.95
55.0,55.0,,9.0,30.1
52.0,61.0,0.0,20.0,29.85
100.0,64.0,,20.0,29.57
94.0,55.0,,9.0,30.14
71.0,77.0,0.0,3.0,29.96
70.0,61.0,0.0,7.0,29.69
71.0,75.0,0.0,20.0,30.05
77.0,55.0,0.0,9.0,29.99
43.0,41.0,0.0,18.0,29.87
45.0,41.0,0.0,14.0,29.75
96.0,46.0,0.01,6.0,29.94
91.0,74.0,0.0,8.0,29.7
77.0,40.0,0.0,5.0,30.08
66.0,50.0,0.0,25.0,30.07
86.0,39.0,,0.0,30.51
90.0,69.0,0.0,10.0,30.04
78.0,64.0,0.0,16.0,29.95
45.0,57.0,0.0,22.0,29.76
40.0,42.0,0.0,16.0,29.97
31.0,61.0,0.0,10.0,29.87
81.0,27.0,0.0,17.0,29.86
100.0,59.0,0.14,11.0,29.46
87.0,72.0,,20.0,29.9
18.0,41.0,0.0,17.0,30.55
88.0,76.0,0.0,9.0,29.82
36.0,69.0,0.0,18.0,29.92
60.0,26.0,0.0,11.0,29.76
34.0,30.0,0.0,18.0,30.4
68.0,22.0,0.0,26.0,29.25
76.0,35.0,,14.0,29.91
93.0,60.0,0.0,22.0,29.39
79.0,78.0,,7.0,29.99
80.0,60.0,0.0,15.0,30.29
50.0,85.0,0.0,15.0,29.86
80.0,32.0,,0.0,29.6
94.0,75.0,,5.0,29.73
74.0,74.0,,8.0,30.14
41.0,18.0,0.0,16.0,30.6
48.0,47.0,0.0,13.0,30.29
73.0,63.0,0.0,10.0,30.07
78.0,69.0,0.0,10.0,30.1
24.0,61.0,0.0,13.0,29.91
86.0,60.0,0.0,15.0,30.2
47.0,31.0,0.0,17.0,30.21
77.0,54.0,0.0,15.0,29.86
54.0,75.0,0.0,7.0,29.95
52.0,37.0,,23.0,30.04
63.0,66.0,,16.0,29.97
94.0,64.0,,18.0,29.8
58.0,79.0,0.0,17.0,30.0
61.0,31.0,,0.0,29.82
77.0,50.0,0.0,6.0,30.01
81.0,59.0,,3.0,30.03
83.0,70.0,,16.0,29.92
74.0,51.0,,7.0,30.09
49.0,41.0,,14.0,30.04
41.0,41.0,0.0,10.0,29.89
71.0,43.0,0.0,7.0,29.96
92.0,34.0,0.03,10.0,30.05
90.0,63.0,0.0,10.0,29.89
100.0,39.0,0.01,7.0,30.03
50.0,76.0,0.0,8.0,29.91
75.0,62.0,0.0,14.0,30.11
34.0,37.0,0.0,17.0,30.32
21.0,20.0,0.0,14.0,30.14
85.0,30.0,0.08,17.0,30.02
74.0,43.0,0.0,11.0,30.29
40.0,42.0,0.0,7.0,30.0
54.0,29.0,,19.0,29.79
59.0,73.0,0.0,8.0,29.89
86.0,48.0,,7.0,30.13
93.0,64.0,0.0,0.0,29.84
62.0,76.0,0.0,9.0,29.97
43.0,40.0,0.0,21.0,30.07
96.0,32.0,0.03,11.0,30.01
90.0,68.0,0.0,15.0,29.57
41.0,62.0,0.0,21.0,29.61
68.0,72.0,,3.0,30.0
86.0,46.0,0.0,0.0,30.17
59.0,49.0,0.0,13.0,29.76
92.0,33.0,0.06,15.0,30.07
